Date : 2020-08-25 23:27:06
Directory : f:\SimpleRTS\SimpleRTS\Simplified_RTS
Total : 391 files,  234710 codes, 22577 comments, 16671 blanks, all 273958 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\PunSceneSettingsInspector.cs                                                  | C#         |        186 |         18 |         56 |        260 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\ReordableList\ReorderableListResources.cs                                     | C#         |        134 |         71 |         32 |        237 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\ServerSettingsInspector.cs                                                    | C#         |        219 |         15 |         68 |        302 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\Views\MonoBehaviourPunEditor.cs                                               | C#         |         23 |          9 |          9 |         41 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\Views\PhotonAnimatorViewEditor.cs                                             | C#         |        227 |         14 |         55 |        296 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\Views\PhotonRigidbody2DViewEditor.cs                                          | C#         |         31 |          9 |         10 |         50 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\Views\PhotonRigidbodyViewEditor.cs                                            | C#         |         31 |          9 |         10 |         50 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\Views\PhotonTransformViewClassicEditor.cs                                     | C#         |        297 |         34 |         81 |        412 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\Views\PhotonTransformViewEditor.cs                                            | C#         |         32 |          9 |         11 |         52 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Enums.cs                                                                             | C#         |         27 |         49 |         18 |         94 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\PhotonHandler.cs                                                                     | C#         |        250 |         48 |         75 |        373 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\PhotonNetwork.cs                                                                     | C#         |      1,631 |      1,166 |        375 |      3,172 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\PhotonNetworkPart.cs                                                                 | C#         |      1,680 |        417 |        387 |      2,484 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\PhotonStreamQueue.cs                                                                 | C#         |        113 |         52 |         32 |        197 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\PhotonView.cs                                                                        | C#         |        499 |        216 |        126 |        841 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\PunClasses.cs                                                                        | C#         |        531 |        457 |        113 |      1,101 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\ServerSettings.cs                                                                    | C#         |         62 |         23 |         15 |        100 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Utilities\NestedComponentUtilities.cs                                                | C#         |        221 |         84 |         81 |        386 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Views\PhotonAnimatorView.cs                                                          | C#         |        408 |         68 |         96 |        572 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Views\PhotonRigidbody2DView.cs                                                       | C#         |         79 |          9 |         23 |        111 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Views\PhotonRigidbodyView.cs                                                         | C#         |         80 |          9 |         23 |        112 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Views\PhotonTransformView.cs                                                         | C#         |         98 |          9 |         24 |        131 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Views\PhotonTransformViewClassic.cs                                                  | C#         |        389 |         70 |         98 |        557 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scenes\DemoAsteroids-GameScene.unity                                  | C# (Unity) |      4,053 |          0 |          1 |      4,054 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scenes\DemoAsteroids-LobbyScene.unity                                 | C# (Unity) |      5,045 |          0 |          1 |      5,046 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\AsteroidsGame.cs                                              | C#         |         29 |          0 |          6 |         35 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Game\Asteroid.cs                                              | C#         |         88 |         10 |         25 |        123 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Game\AsteroidsGameManager.cs                                  | C#         |        192 |         17 |         58 |        267 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Game\Bullet.cs                                                | C#         |         25 |          0 |          6 |         31 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Game\PlayerOverviewPanel.cs                                   | C#         |         44 |          9 |         14 |         67 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Game\Spaceship.cs                                             | C#         |        146 |         19 |         49 |        214 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Lobby\LobbyMainPanel.cs                                       | C#         |        282 |          3 |         76 |        361 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Lobby\LobbyTopPanel.cs                                        | C#         |         17 |          0 |          5 |         22 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Lobby\PlayerListEntry.cs                                      | C#         |         72 |          9 |         16 |         97 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Lobby\RoomListEntry.cs                                        | C#         |         29 |          0 |          6 |         35 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoHub\DemoHub-Scene.unity                                                         | C# (Unity) |     10,191 |          0 |          4 |     10,195 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoHub\Editor\PunStartup.cs                                                        | C#         |        109 |         18 |         26 |        153 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoHub\Scripts\DemoHubManager.cs                                                   | C#         |        258 |         11 |         42 |        311 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoHub\Scripts\ToDemoHubButton.cs                                                  | C#         |         58 |         13 |         22 |         93 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoProcedural\Procedural-Scene.unity                                               | C# (Unity) |      4,439 |          0 |          1 |      4,440 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoProcedural\Scripts\Block.cs                                                     | C#         |          9 |          4 |          1 |         14 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoProcedural\Scripts\Cluster.cs                                                   | C#         |        100 |         42 |         36 |        178 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoProcedural\Scripts\IngameControlPanel.cs                                        | C#         |        219 |         29 |         21 |        269 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoProcedural\Scripts\Noise.cs                                                     | C#         |        273 |         66 |         54 |        393 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoProcedural\Scripts\ProceduralController.cs                                      | C#         |         63 |          9 |         11 |         83 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoProcedural\Scripts\WorldGenerator.cs                                            | C#         |        184 |         48 |         57 |        289 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\Bezier.cs                                         | C#         |         41 |         10 |          5 |         56 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\BezierControlPointMode.cs                         | C#         |          8 |         10 |          1 |         19 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\BezierCurve.cs                                    | C#         |         29 |         10 |          6 |         45 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\BezierSpline.cs                                   | C#         |        263 |         22 |         47 |        332 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\Editor\BezierCurveInspector.cs                    | C#         |         54 |         10 |          9 |         73 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\Editor\BezierSplineInspector.cs                   | C#         |        127 |         10 |         17 |        154 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\Editor\LineInspector.cs                           | C#         |         33 |         10 |          4 |         47 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\Line.cs                                           | C#         |          7 |         10 |          2 |         19 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\SplinePosition.cs                                 | C#         |         34 |         11 |         12 |         57 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\SplineWalker.cs                                   | C#         |         36 |         13 |         15 |         64 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\PlayerControl.cs                                              | C#         |        116 |         72 |         44 |        232 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\SlotLanes.cs                                                  | C#         |         13 |         19 |          6 |         38 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\SlotRacerSplashScreen.cs                                      | C#         |         70 |         13 |         13 |         96 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\SlotCar-Scene.unity                                                   | C# (Unity) |     18,967 |          0 |          1 |     18,968 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scenes\PunBasics-Launcher.unity                                  | C# (Unity) |      4,644 |          0 |          1 |      4,645 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scenes\PunBasics-Room for 1.unity                                | C# (Unity) |      1,187 |          0 |          1 |      1,188 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scenes\PunBasics-Room for 2.unity                                | C# (Unity) |      1,187 |          0 |          1 |      1,188 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scenes\PunBasics-Room for 3.unity                                | C# (Unity) |      1,187 |          0 |          1 |      1,188 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scenes\PunBasics-Room for 4.unity                                | C# (Unity) |      1,187 |          0 |          1 |      1,188 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\CameraWork.cs                                            | C#         |         70 |         30 |         30 |        130 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\GameManager.cs                                           | C#         |         93 |         35 |         46 |        174 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\Launcher.cs                                              | C#         |        101 |         77 |         48 |        226 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\LoaderAnime.cs                                           | C#         |         45 |         33 |         23 |        101 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\PlayerAnimatorManager.cs                                 | C#         |         42 |         23 |         16 |         81 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\PlayerManager.cs                                         | C#         |        173 |         67 |         49 |        289 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\PlayerNameInputField.cs                                  | C#         |         39 |         21 |         15 |         75 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\PlayerUI.cs                                              | C#         |         73 |         35 |         39 |        147 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\ConnectToRegionUIForm.cs                                           | C#         |         36 |         10 |         11 |         57 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\CreateRoomUiForm.cs                                                | C#         |         48 |         10 |         13 |         71 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\LoadLevelUIForm.cs                                                 | C#         |         28 |         10 |          9 |         47 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\SetRoomCustomPropertyUIForm.cs                                     | C#         |         28 |         10 |          9 |         47 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\UserIdUiForm.cs                                                    | C#         |         34 |         10 |         10 |         54 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\PunCockpit-Scene.unity                                                   | C# (Unity) |     72,850 |          0 |         21 |     72,871 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\PunCockpit.cs                                                            | C#         |        560 |         38 |        209 |        807 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\AutoSyncSceneToggle.cs                             | C#         |         39 |         11 |         11 |         61 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\BackgroundTimeOutField.cs                          | C#         |         48 |         11 |          9 |         68 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\CrcCheckToggle.cs                                  | C#         |         39 |         11 |         11 |         61 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\CurrentRoom\CurrentRoomIsOpenToggle.cs             | C#         |         43 |         10 |         13 |         66 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\CurrentRoom\CurrentRoomIsVisibleToggle.cs          | C#         |         43 |         10 |         12 |         65 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\DocLinkButton.cs                                   | C#         |         16 |         11 |          6 |         33 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\GameVersionField.cs                                | C#         |         48 |         11 |          9 |         68 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\Generic\BoolInputField.cs                          | C#         |         35 |          9 |         10 |         54 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\Generic\IntInputField.cs                           | C#         |         48 |          9 |         10 |         67 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\Generic\StringInputField.cs                        | C#         |         46 |          9 |         10 |         65 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\Generic\ToggleExpand.cs                            | C#         |         25 |          9 |         11 |         45 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\LayoutElementMatchSize.cs                          | C#         |         22 |          9 |          9 |         40 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\NickNameField.cs                                   | C#         |         48 |         11 |          9 |         68 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\OnlineDocButton.cs                                 | C#         |         13 |         10 |          4 |         27 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\SendRateField.cs                                   | C#         |         48 |         11 |         11 |         70 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\SendRateOnSerializeField.cs                        | C#         |         48 |         11 |         10 |         69 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Controllers\PlayerDetailsController.cs                           | C#         |        157 |         14 |         62 |        233 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\InfosPanelPlaceholder.cs                                         | C#         |         12 |          9 |          4 |         25 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\FriendListCell.cs                                          | C#         |         37 |         10 |         16 |         63 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\FriendListView.cs                                          | C#         |        109 |         14 |         39 |        162 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\PlayerListCell.cs                                          | C#         |         83 |         14 |         37 |        134 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\PlayerListView.cs                                          | C#         |        117 |         27 |         40 |        184 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\PropertyCell.cs                                            | C#         |         71 |          9 |         21 |        101 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\RegionListCell.cs                                          | C#         |         53 |          9 |         19 |         81 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\RegionListView.cs                                          | C#         |         39 |         10 |         15 |         64 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\RoomListCell.cs                                            | C#         |         75 |          9 |         18 |        102 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\RoomListView.cs                                            | C#         |         98 |         12 |         37 |        147 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\PropertyFields\UserIdField.cs                                    | C#         |         49 |         11 |         11 |         71 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\AppVersionProperty.cs                         | C#         |         18 |          9 |          5 |         32 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\BestRegionInPrefsProperty.cs                  | C#         |         25 |          9 |          6 |         40 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CloudRegionProperty.cs                        | C#         |         25 |          9 |          4 |         38 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CountOfPlayersInRoomProperty.cs               | C#         |         30 |          9 |          5 |         44 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CountOfPlayersOnMasterProperty.cs             | C#         |         30 |          9 |          5 |         44 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CountOfPlayersProperty.cs                     | C#         |         30 |          9 |          5 |         44 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CountOfRoomsProperty.cs                       | C#         |         30 |          9 |          4 |         43 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomAutoCleanupProperty.cs             | C#         |         29 |          9 |          6 |         44 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomEmptyRoomTtlProperty.cs            | C#         |         29 |          9 |          5 |         43 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomExpectedUsersProperty.cs           | C#         |         34 |          9 |         15 |         58 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomIsOfflineProperty.cs               | C#         |         29 |          9 |          6 |         44 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomIsOpenProperty.cs                  | C#         |         29 |          9 |          4 |         42 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomIsVisibleProperty.cs               | C#         |         29 |          9 |          6 |         44 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomMasterClientIdProperty.cs          | C#         |         29 |          9 |          4 |         42 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomMaxPlayersProperty.cs              | C#         |         29 |          9 |          4 |         42 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomNameProperty.cs                    | C#         |         29 |          9 |          5 |         43 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomPlayerCountProperty.cs             | C#         |         29 |          9 |          4 |         42 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomPlayerTtlProperty.cs               | C#         |         29 |          9 |          5 |         43 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomPropertiesListedInLobbyProperty.cs | C#         |         30 |          9 |          8 |         47 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\GameVersionProperty.cs                        | C#         |         17 |          9 |          4 |         30 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\IsConnectedAndReadyProperty.cs                | C#         |         18 |          9 |          6 |         33 |
| f:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\IsConnectedProperty.cs                        | C#         |         18 |          9 |          5 |         32 |
