"filename", "language", "Django txt", "XML", "Markdown", "JSON", "Ini", "C#", "ShaderLab", "HLSL", "Django HTML", "comment", "blank", "total"
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\Line.cs", "C#", 0, 0, 0, 0, 0, 7, 0, 0, 0, 10, 2, 19
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\SplinePosition.cs", "C#", 0, 0, 0, 0, 0, 34, 0, 0, 0, 11, 12, 57
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\SplineWalker.cs", "C#", 0, 0, 0, 0, 0, 36, 0, 0, 0, 13, 15, 64
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\PlayerControl.cs", "C#", 0, 0, 0, 0, 0, 116, 0, 0, 0, 72, 44, 232
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\SlotLanes.cs", "C#", 0, 0, 0, 0, 0, 13, 0, 0, 0, 19, 6, 38
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\SlotRacerSplashScreen.cs", "C#", 0, 0, 0, 0, 0, 70, 0, 0, 0, 13, 13, 96
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\CameraWork.cs", "C#", 0, 0, 0, 0, 0, 70, 0, 0, 0, 30, 30, 130
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\GameManager.cs", "C#", 0, 0, 0, 0, 0, 93, 0, 0, 0, 35, 46, 174
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\Launcher.cs", "C#", 0, 0, 0, 0, 0, 101, 0, 0, 0, 77, 48, 226
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\LoaderAnime.cs", "C#", 0, 0, 0, 0, 0, 45, 0, 0, 0, 33, 23, 101
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\PlayerAnimatorManager.cs", "C#", 0, 0, 0, 0, 0, 42, 0, 0, 0, 23, 16, 81
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\PlayerManager.cs", "C#", 0, 0, 0, 0, 0, 173, 0, 0, 0, 67, 49, 289
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\PlayerNameInputField.cs", "C#", 0, 0, 0, 0, 0, 39, 0, 0, 0, 21, 15, 75
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\PlayerUI.cs", "C#", 0, 0, 0, 0, 0, 73, 0, 0, 0, 35, 39, 147
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\ConnectToRegionUIForm.cs", "C#", 0, 0, 0, 0, 0, 36, 0, 0, 0, 10, 11, 57
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\CreateRoomUiForm.cs", "C#", 0, 0, 0, 0, 0, 48, 0, 0, 0, 10, 13, 71
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\LoadLevelUIForm.cs", "C#", 0, 0, 0, 0, 0, 28, 0, 0, 0, 10, 9, 47
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\SetRoomCustomPropertyUIForm.cs", "C#", 0, 0, 0, 0, 0, 28, 0, 0, 0, 10, 9, 47
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\UserIdUiForm.cs", "C#", 0, 0, 0, 0, 0, 34, 0, 0, 0, 10, 10, 54
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\PunCockpit.cs", "C#", 0, 0, 0, 0, 0, 560, 0, 0, 0, 38, 209, 807
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\AutoSyncSceneToggle.cs", "C#", 0, 0, 0, 0, 0, 39, 0, 0, 0, 11, 11, 61
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\BackgroundTimeOutField.cs", "C#", 0, 0, 0, 0, 0, 48, 0, 0, 0, 11, 9, 68
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\CrcCheckToggle.cs", "C#", 0, 0, 0, 0, 0, 39, 0, 0, 0, 11, 11, 61
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\CurrentRoom\CurrentRoomIsOpenToggle.cs", "C#", 0, 0, 0, 0, 0, 43, 0, 0, 0, 10, 13, 66
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\CurrentRoom\CurrentRoomIsVisibleToggle.cs", "C#", 0, 0, 0, 0, 0, 43, 0, 0, 0, 10, 12, 65
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\DocLinkButton.cs", "C#", 0, 0, 0, 0, 0, 16, 0, 0, 0, 11, 6, 33
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\GameVersionField.cs", "C#", 0, 0, 0, 0, 0, 48, 0, 0, 0, 11, 9, 68
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\Generic\BoolInputField.cs", "C#", 0, 0, 0, 0, 0, 35, 0, 0, 0, 9, 10, 54
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\Generic\IntInputField.cs", "C#", 0, 0, 0, 0, 0, 48, 0, 0, 0, 9, 10, 67
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\Generic\StringInputField.cs", "C#", 0, 0, 0, 0, 0, 46, 0, 0, 0, 9, 10, 65
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\Generic\ToggleExpand.cs", "C#", 0, 0, 0, 0, 0, 25, 0, 0, 0, 9, 11, 45
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\LayoutElementMatchSize.cs", "C#", 0, 0, 0, 0, 0, 22, 0, 0, 0, 9, 9, 40
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\NickNameField.cs", "C#", 0, 0, 0, 0, 0, 48, 0, 0, 0, 11, 9, 68
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\OnlineDocButton.cs", "C#", 0, 0, 0, 0, 0, 13, 0, 0, 0, 10, 4, 27
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\SendRateField.cs", "C#", 0, 0, 0, 0, 0, 48, 0, 0, 0, 11, 11, 70
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\SendRateOnSerializeField.cs", "C#", 0, 0, 0, 0, 0, 48, 0, 0, 0, 11, 10, 69
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Controllers\PlayerDetailsController.cs", "C#", 0, 0, 0, 0, 0, 157, 0, 0, 0, 14, 62, 233
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\InfosPanelPlaceholder.cs", "C#", 0, 0, 0, 0, 0, 12, 0, 0, 0, 9, 4, 25
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\FriendListCell.cs", "C#", 0, 0, 0, 0, 0, 37, 0, 0, 0, 10, 16, 63
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\FriendListView.cs", "C#", 0, 0, 0, 0, 0, 109, 0, 0, 0, 14, 39, 162
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\PlayerListCell.cs", "C#", 0, 0, 0, 0, 0, 83, 0, 0, 0, 14, 37, 134
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\PlayerListView.cs", "C#", 0, 0, 0, 0, 0, 117, 0, 0, 0, 27, 40, 184
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\PropertyCell.cs", "C#", 0, 0, 0, 0, 0, 71, 0, 0, 0, 9, 21, 101
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\RegionListCell.cs", "C#", 0, 0, 0, 0, 0, 53, 0, 0, 0, 9, 19, 81
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\RegionListView.cs", "C#", 0, 0, 0, 0, 0, 39, 0, 0, 0, 10, 15, 64
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\RoomListCell.cs", "C#", 0, 0, 0, 0, 0, 75, 0, 0, 0, 9, 18, 102
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Lists\RoomListView.cs", "C#", 0, 0, 0, 0, 0, 98, 0, 0, 0, 12, 37, 147
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\PropertyFields\UserIdField.cs", "C#", 0, 0, 0, 0, 0, 49, 0, 0, 0, 11, 11, 71
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\AppVersionProperty.cs", "C#", 0, 0, 0, 0, 0, 18, 0, 0, 0, 9, 5, 32
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\BestRegionInPrefsProperty.cs", "C#", 0, 0, 0, 0, 0, 25, 0, 0, 0, 9, 6, 40
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CloudRegionProperty.cs", "C#", 0, 0, 0, 0, 0, 25, 0, 0, 0, 9, 4, 38
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CountOfPlayersInRoomProperty.cs", "C#", 0, 0, 0, 0, 0, 30, 0, 0, 0, 9, 5, 44
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CountOfPlayersOnMasterProperty.cs", "C#", 0, 0, 0, 0, 0, 30, 0, 0, 0, 9, 5, 44
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CountOfPlayersProperty.cs", "C#", 0, 0, 0, 0, 0, 30, 0, 0, 0, 9, 5, 44
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CountOfRoomsProperty.cs", "C#", 0, 0, 0, 0, 0, 30, 0, 0, 0, 9, 4, 43
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomAutoCleanupProperty.cs", "C#", 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 6, 44
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomEmptyRoomTtlProperty.cs", "C#", 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 5, 43
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomExpectedUsersProperty.cs", "C#", 0, 0, 0, 0, 0, 34, 0, 0, 0, 9, 15, 58
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomIsOfflineProperty.cs", "C#", 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 6, 44
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomIsOpenProperty.cs", "C#", 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 4, 42
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomIsVisibleProperty.cs", "C#", 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 6, 44
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomMasterClientIdProperty.cs", "C#", 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 4, 42
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomMaxPlayersProperty.cs", "C#", 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 4, 42
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomNameProperty.cs", "C#", 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 5, 43
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomPlayerCountProperty.cs", "C#", 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 4, 42
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomPlayerTtlProperty.cs", "C#", 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 5, 43
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\CurrentRoomPropertiesListedInLobbyProperty.cs", "C#", 0, 0, 0, 0, 0, 30, 0, 0, 0, 9, 8, 47
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\GameVersionProperty.cs", "C#", 0, 0, 0, 0, 0, 17, 0, 0, 0, 9, 4, 30
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\IsConnectedAndReadyProperty.cs", "C#", 0, 0, 0, 0, 0, 18, 0, 0, 0, 9, 6, 33
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\IsConnectedProperty.cs", "C#", 0, 0, 0, 0, 0, 18, 0, 0, 0, 9, 5, 32
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\OfflineModeProperty.cs", "C#", 0, 0, 0, 0, 0, 18, 0, 0, 0, 9, 5, 32
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\PingProperty.cs", "C#", 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 4, 42
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\PropertyListenerBase.cs", "C#", 0, 0, 0, 0, 0, 28, 0, 0, 0, 9, 6, 43
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\ServerAddressProperty.cs", "C#", 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 4, 42
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ReadOnlyProperties\ServerProperty.cs", "C#", 0, 0, 0, 0, 0, 19, 0, 0, 0, 9, 7, 35
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ScoreHelper.cs", "C#", 0, 0, 0, 0, 0, 21, 0, 0, 0, 7, 13, 41
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\ThirdParty\PunCockpitEmbed.cs", "C#", 0, 0, 0, 0, 0, 55, 0, 0, 0, 17, 30, 102
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\Shared Assets\Scripts\DocLinks.cs", "C#", 0, 0, 0, 0, 0, 63, 0, 0, 0, 72, 23, 158
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\Shared Assets\Scripts\ThirdPersonCharacter.cs", "C#", 0, 0, 0, 0, 0, 172, 0, 0, 0, 23, 31, 226
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\Shared Assets\Scripts\ThirdPersonUserControl.cs", "C#", 0, 0, 0, 0, 0, 54, 0, 0, 0, 10, 11, 75
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\Shared Assets\Skin\3dText.shader", "ShaderLab", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 1, 18
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\Shared Assets\Skin\eurof_tt.txt", "Django txt", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\WebRpcImplementationExample.cs", "C#", 0, 0, 0, 0, 0, 84, 0, 0, 0, 19, 8, 111
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Culling\CullArea.cs", "C#", 0, 0, 0, 0, 0, 264, 0, 0, 0, 142, 72, 478
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Culling\CullingHandler.cs", "C#", 0, 0, 0, 0, 0, 150, 0, 0, 0, 44, 40, 234
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Culling\Editor\CullAreaEditor.cs", "C#", 0, 0, 0, 0, 0, 183, 0, 0, 0, 25, 57, 265
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Debugging\PhotonLagSimulationGui.cs", "C#", 0, 0, 0, 0, 0, 67, 0, 0, 0, 21, 21, 109
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Debugging\PhotonStatsGui.cs", "C#", 0, 0, 0, 0, 0, 114, 0, 0, 0, 32, 24, 170
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Debugging\PointedAtGameObjectInfo.cs", "C#", 0, 0, 0, 0, 0, 56, 0, 0, 0, 12, 16, 84
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Debugging\StatesGui.cs", "C#", 0, 0, 0, 0, 0, 172, 0, 0, 0, 12, 24, 208
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\PhotonPlayer\Editor\PhotonTeamsManagerInspector.cs", "C#", 0, 0, 0, 0, 0, 217, 0, 0, 0, 18, 11, 246
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\PhotonPlayer\Editor\PlayerNumberingInspector.cs", "C#", 0, 0, 0, 0, 0, 43, 0, 0, 0, 13, 11, 67
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\PhotonPlayer\Editor\PunTeamsInspector.cs", "C#", 0, 0, 0, 0, 0, 43, 0, 0, 0, 9, 13, 65
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\PhotonPlayer\PhotonTeamsManager.cs", "C#", 0, 0, 0, 0, 0, 440, 0, 0, 0, 129, 59, 628
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\PhotonPlayer\PlayerNumbering.cs", "C#", 0, 0, 0, 0, 0, 160, 0, 0, 0, 55, 52, 267
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\PhotonPlayer\PunPlayerScores.cs", "C#", 0, 0, 0, 0, 0, 39, 0, 0, 0, 12, 11, 62
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\PhotonPlayer\PunTeams.cs", "C#", 0, 0, 0, 0, 0, 98, 0, 0, 0, 35, 23, 156
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\PhotonView\SmoothSyncMovement.cs", "C#", 0, 0, 0, 0, 0, 50, 0, 0, 0, 15, 7, 72
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Prototyping\ConnectAndJoinRandom.cs", "C#", 0, 0, 0, 0, 0, 53, 0, 0, 0, 53, 31, 137
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Prototyping\MoveByKeys.cs", "C#", 0, 0, 0, 0, 0, 64, 0, 0, 0, 33, 14, 111
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Prototyping\OnClickDestroy.cs", "C#", 0, 0, 0, 0, 0, 33, 0, 0, 0, 29, 10, 72
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Prototyping\OnClickInstantiate.cs", "C#", 0, 0, 0, 0, 0, 30, 0, 0, 0, 14, 12, 56
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Prototyping\OnClickRpc.cs", "C#", 0, 0, 0, 0, 0, 57, 0, 0, 0, 12, 20, 89
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Prototyping\OnEscapeQuit.cs", "C#", 0, 0, 0, 0, 0, 17, 0, 0, 0, 13, 2, 32
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Prototyping\OnJoinedInstantiate.cs", "C#", 0, 0, 0, 0, 0, 300, 0, 0, 0, 58, 93, 451
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Prototyping\OnStartDelete.cs", "C#", 0, 0, 0, 0, 0, 11, 0, 0, 0, 11, 2, 24
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\Room\CountdownTimer.cs", "C#", 0, 0, 0, 0, 0, 101, 0, 0, 0, 33, 42, 176
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\TurnBased\PunTurnManager.cs", "C#", 0, 0, 0, 0, 0, 206, 0, 0, 0, 146, 78, 430
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\UI\ButtonInsideScrollList.cs", "C#", 0, 0, 0, 0, 0, 31, 0, 0, 0, 14, 8, 53
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\UI\EventSystemSpawner.cs", "C#", 0, 0, 0, 0, 0, 18, 0, 0, 0, 13, 3, 34
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\UI\GraphicToggleIsOnTransition.cs", "C#", 0, 0, 0, 0, 0, 41, 0, 0, 0, 11, 12, 64
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\UI\OnPointerOverTooltip.cs", "C#", 0, 0, 0, 0, 0, 24, 0, 0, 0, 10, 11, 45
"g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\UtilityScripts\UI\TabViewManager.cs", "C#", 0, 0, 0, 0, 0, 65, 0, 0, 0, 33, 25, 123
