Date : 2021-05-20 12:11:05
Directory : g:\SimpleRTS\SimpleRTS\Simplified_RTS
Total : 670 files,  137011 codes, 39399 comments, 29389 blanks, all 205799 lines

Languages
+-------------+------------+------------+------------+------------+------------+
| language    | files      | code       | comment    | blank      | total      |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Code\ChatChannel.cs                                                                                  | C#          |        131 |         34 |         28 |        193 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Code\ChatClient.cs                                                                                   | C#          |      1,263 |        338 |        165 |      1,766 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Code\ChatDisconnectCause.cs                                                                          | C#          |         20 |         21 |          2 |         43 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Code\ChatEventCode.cs                                                                                | C#          |         17 |         20 |          3 |         40 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Code\ChatOperationCode.cs                                                                            | C#          |         16 |         18 |          4 |         38 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Code\ChatParameterCode.cs                                                                            | C#          |         31 |         47 |          7 |         85 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Code\ChatPeer.cs                                                                                     | C#          |        215 |        148 |         71 |        434 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Code\ChatState.cs                                                                                    | C#          |         18 |         18 |          1 |         37 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Code\ChatUserStatus.cs                                                                               | C#          |         13 |         21 |          2 |         36 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Code\IChatClientListener.cs                                                                          | C#          |         27 |         99 |         22 |        148 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Code\changes-chat.txt                                                                                | Django txt  |         78 |          0 |         22 |        100 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Demos\Common\EventSystemSpawner.cs                                                                   | C#          |         18 |         13 |          3 |         34 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Demos\Common\OnStartDelete.cs                                                                        | C#          |         11 |         11 |          2 |         24 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Demos\Common\TextButtonTransition.cs                                                                 | C#          |         38 |         20 |         12 |         70 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Demos\Common\TextToggleIsOnTransition.cs                                                             | C#          |         41 |         26 |         19 |         86 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Demos\DemoChat\AppSettingsExtensions.cs                                                              | C#          |         17 |          0 |          2 |         19 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Demos\DemoChat\ChannelSelector.cs                                                                    | C#          |         19 |          0 |          4 |         23 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Demos\DemoChat\ChatAppIdCheckerUI.cs                                                                 | C#          |         32 |         10 |          7 |         49 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Demos\DemoChat\ChatGui.cs                                                                            | C#          |        459 |         70 |        117 |        646 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Demos\DemoChat\FriendItem.cs                                                                         | C#          |         64 |          5 |         12 |         81 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Demos\DemoChat\IgnoreUiRaycastWhenInactive.cs                                                        | C#          |          8 |          0 |          2 |         10 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonChat\Demos\DemoChat\NamePickGui.cs                                                                        | C#          |         33 |          1 |         10 |         44 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonLibs\Photon3Unity3D.xml                                                                                   | XML         |      2,639 |          0 |         72 |      2,711 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonLibs\WebSocket\SocketWebTcp.cs                                                                            | C#          |        209 |         27 |         47 |        283 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonLibs\WebSocket\WebSocket.cs                                                                               | C#          |        136 |          8 |         33 |        177 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonLibs\changes-library.txt                                                                                  | Django txt  |      1,455 |          0 |        180 |      1,635 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonLibs\netstandard2.0\Photon3Unity3D.deps.json                                                              | JSON        |         47 |          0 |          0 |         47 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonLibs\netstandard2.0\Photon3Unity3D.xml                                                                    | XML         |      2,639 |          0 |         72 |      2,711 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\AppSettings.cs                                                                              | C#          |         85 |         50 |         19 |        154 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\ConnectionHandler.cs                                                                        | C#          |        124 |         25 |         37 |        186 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\Extensions.cs                                                                               | C#          |        121 |         65 |         30 |        216 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\FriendInfo.cs                                                                               | C#          |         27 |         12 |         10 |         49 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\LoadBalancingClient.cs                                                                      | C#          |        451 |      3,572 |        173 |      4,196 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\LoadbalancingPeer.cs                                                                        | C#          |      1,053 |        749 |        389 |      2,191 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\PhotonPing.cs                                                                               | C#          |        369 |         32 |         76 |        477 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\PhotonPingClasses.cs                                                                        | C#          |          0 |          1 |          0 |          1 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\Player.cs                                                                                   | C#          |        230 |        164 |         58 |        452 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\Region.cs                                                                                   | C#          |         63 |         10 |         17 |         90 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\RegionHandler.cs                                                                            | C#          |        479 |         83 |        106 |        668 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\Room.cs                                                                                     | C#          |        293 |        201 |         65 |        559 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\RoomInfo.cs                                                                                 | C#          |        142 |         89 |         44 |        275 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\SupportLogger.cs                                                                            | C#          |        306 |         30 |         63 |        399 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\WebRpc.cs                                                                                   | C#          |        123 |         44 |         21 |        188 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Code\changes-realtime.txt                                                                        | Django txt  |        228 |          0 |         35 |        263 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonRealtime\Demos\DemoLoadBalancing\ConnectAndJoinRandomLb.cs                                                | C#          |        110 |          3 |         28 |        141 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\CustomTypes.cs                                                                       | C#          |        131 |         14 |         32 |        177 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\AccountService.cs                                                             | C#          |        195 |         36 |         23 |        254 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\PhotonEditor.cs                                                               | C#          |        590 |         47 |        149 |        786 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\PhotonEditorUtils.cs                                                          | C#          |        215 |         45 |         44 |        304 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\PhotonGUI.cs                                                                  | C#          |        273 |         11 |         79 |        363 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\PhotonViewHandler.cs                                                          | C#          |        123 |         28 |         37 |        188 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\PhotonViewInspector.cs                                                        | C#          |        281 |         38 |         67 |        386 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\PunSceneSettings.cs                                                           | C#          |        131 |         16 |         31 |        178 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\PunSceneSettingsInspector.cs                                                  | C#          |        186 |         18 |         56 |        260 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\ReordableList\LICENSE.txt                                                     | Django txt  |         22 |          0 |          4 |         26 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\ReordableList\ReorderableListResources.cs                                     | C#          |        134 |         71 |         32 |        237 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\ServerSettingsInspector.cs                                                    | C#          |        219 |         15 |         68 |        302 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\Views\MonoBehaviourPunEditor.cs                                               | C#          |         23 |          9 |          9 |         41 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\Views\PhotonAnimatorViewEditor.cs                                             | C#          |        227 |         14 |         55 |        296 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\Views\PhotonRigidbody2DViewEditor.cs                                          | C#          |         31 |          9 |         10 |         50 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\Views\PhotonRigidbodyViewEditor.cs                                            | C#          |         31 |          9 |         10 |         50 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\Views\PhotonTransformViewClassicEditor.cs                                     | C#          |        297 |         34 |         81 |        412 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Editor\Views\PhotonTransformViewEditor.cs                                            | C#          |         32 |          9 |         11 |         52 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Enums.cs                                                                             | C#          |         27 |         49 |         18 |         94 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\PhotonHandler.cs                                                                     | C#          |        250 |         48 |         75 |        373 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\PhotonNetwork.cs                                                                     | C#          |      1,630 |      1,167 |        375 |      3,172 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\PhotonNetworkPart.cs                                                                 | C#          |      1,680 |        417 |        387 |      2,484 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\PhotonStreamQueue.cs                                                                 | C#          |        113 |         52 |         32 |        197 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\PhotonView.cs                                                                        | C#          |        499 |        216 |        126 |        841 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\PunClasses.cs                                                                        | C#          |        531 |        457 |        113 |      1,101 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\ServerSettings.cs                                                                    | C#          |         62 |         23 |         15 |        100 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Utilities\NestedComponentUtilities.cs                                                | C#          |        221 |         84 |         81 |        386 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Views\PhotonAnimatorView.cs                                                          | C#          |        408 |         68 |         96 |        572 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Views\PhotonRigidbody2DView.cs                                                       | C#          |         79 |          9 |         23 |        111 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Views\PhotonRigidbodyView.cs                                                         | C#          |         80 |          9 |         23 |        112 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Views\PhotonTransformView.cs                                                         | C#          |         98 |          9 |         24 |        131 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Code\Views\PhotonTransformViewClassic.cs                                                  | C#          |        389 |         70 |         98 |        557 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\AsteroidsGame.cs                                              | C#          |         29 |          0 |          6 |         35 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Game\Asteroid.cs                                              | C#          |         88 |         10 |         25 |        123 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Game\AsteroidsGameManager.cs                                  | C#          |        192 |         17 |         58 |        267 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Game\Bullet.cs                                                | C#          |         25 |          0 |          6 |         31 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Game\PlayerOverviewPanel.cs                                   | C#          |         44 |          9 |         14 |         67 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Game\Spaceship.cs                                             | C#          |        146 |         19 |         49 |        214 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Lobby\LobbyMainPanel.cs                                       | C#          |        282 |          3 |         76 |        361 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Lobby\LobbyTopPanel.cs                                        | C#          |         17 |          0 |          5 |         22 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Lobby\PlayerListEntry.cs                                      | C#          |         72 |          9 |         16 |         97 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoAsteroids\Scripts\Lobby\RoomListEntry.cs                                        | C#          |         29 |          0 |          6 |         35 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoHub\Editor\PunStartup.cs                                                        | C#          |        109 |         18 |         26 |        153 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoHub\Scripts\DemoHubManager.cs                                                   | C#          |        258 |         11 |         42 |        311 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoHub\Scripts\ToDemoHubButton.cs                                                  | C#          |         58 |         13 |         22 |         93 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoProcedural\Scripts\Block.cs                                                     | C#          |          9 |          4 |          1 |         14 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoProcedural\Scripts\Cluster.cs                                                   | C#          |        100 |         42 |         36 |        178 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoProcedural\Scripts\IngameControlPanel.cs                                        | C#          |        219 |         29 |         21 |        269 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoProcedural\Scripts\Noise.cs                                                     | C#          |        273 |         66 |         54 |        393 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoProcedural\Scripts\ProceduralController.cs                                      | C#          |         63 |          9 |         11 |         83 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoProcedural\Scripts\WorldGenerator.cs                                            | C#          |        184 |         48 |         57 |        289 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Kenney Assets\Copyrights.txt                                          | Django txt  |          1 |          0 |          0 |          1 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\Bezier.cs                                         | C#          |         41 |         10 |          5 |         56 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\BezierControlPointMode.cs                         | C#          |          8 |         10 |          1 |         19 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\BezierCurve.cs                                    | C#          |         29 |         10 |          6 |         45 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\BezierSpline.cs                                   | C#          |        263 |         22 |         47 |        332 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\Editor\BezierCurveInspector.cs                    | C#          |         54 |         10 |          9 |         73 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\Editor\BezierSplineInspector.cs                   | C#          |        127 |         10 |         17 |        154 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\Editor\LineInspector.cs                           | C#          |         33 |         10 |          4 |         47 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\Line.cs                                           | C#          |          7 |         10 |          2 |         19 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\SplinePosition.cs                                 | C#          |         34 |         11 |         12 |         57 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\BezierCurve\SplineWalker.cs                                   | C#          |         36 |         13 |         15 |         64 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\PlayerControl.cs                                              | C#          |        116 |         72 |         44 |        232 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\SlotLanes.cs                                                  | C#          |         13 |         19 |          6 |         38 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\DemoSlotRacer\Scripts\SlotRacerSplashScreen.cs                                      | C#          |         70 |         13 |         13 |         96 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\CameraWork.cs                                            | C#          |         70 |         30 |         30 |        130 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\GameManager.cs                                           | C#          |         93 |         35 |         46 |        174 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\Launcher.cs                                              | C#          |        101 |         77 |         48 |        226 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\LoaderAnime.cs                                           | C#          |         45 |         33 |         23 |        101 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\PlayerAnimatorManager.cs                                 | C#          |         42 |         23 |         16 |         81 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\PlayerManager.cs                                         | C#          |        173 |         67 |         49 |        289 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\PlayerNameInputField.cs                                  | C#          |         39 |         21 |         15 |         75 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunBasics-Tutorial\Scripts\PlayerUI.cs                                              | C#          |         73 |         35 |         39 |        147 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\ConnectToRegionUIForm.cs                                           | C#          |         36 |         10 |         11 |         57 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\CreateRoomUiForm.cs                                                | C#          |         48 |         10 |         13 |         71 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\LoadLevelUIForm.cs                                                 | C#          |         28 |         10 |          9 |         47 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\SetRoomCustomPropertyUIForm.cs                                     | C#          |         28 |         10 |          9 |         47 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Forms\UserIdUiForm.cs                                                    | C#          |         34 |         10 |         10 |         54 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\PunCockpit.cs                                                            | C#          |        560 |         38 |        209 |        807 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\AutoSyncSceneToggle.cs                             | C#          |         39 |         11 |         11 |         61 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\BackgroundTimeOutField.cs                          | C#          |         48 |         11 |          9 |         68 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\CrcCheckToggle.cs                                  | C#          |         39 |         11 |         11 |         61 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\CurrentRoom\CurrentRoomIsOpenToggle.cs             | C#          |         43 |         10 |         13 |         66 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\CurrentRoom\CurrentRoomIsVisibleToggle.cs          | C#          |         43 |         10 |         12 |         65 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\DocLinkButton.cs                                   | C#          |         16 |         11 |          6 |         33 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\GameVersionField.cs                                | C#          |         48 |         11 |          9 |         68 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\Generic\BoolInputField.cs                          | C#          |         35 |          9 |         10 |         54 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\Generic\IntInputField.cs                           | C#          |         48 |          9 |         10 |         67 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\Generic\StringInputField.cs                        | C#          |         46 |          9 |         10 |         65 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\Generic\ToggleExpand.cs                            | C#          |         25 |          9 |         11 |         45 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\LayoutElementMatchSize.cs                          | C#          |         22 |          9 |          9 |         40 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\NickNameField.cs                                   | C#          |         48 |         11 |          9 |         68 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\OnlineDocButton.cs                                 | C#          |         13 |         10 |          4 |         27 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\SendRateField.cs                                   | C#          |         48 |         11 |         11 |         70 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Autonomous UI\SendRateOnSerializeField.cs                        | C#          |         48 |         11 |         10 |         69 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Photon\PhotonUnityNetworking\Demos\PunCockpit\Scripts\Controllers\PlayerDetailsController.cs                           | C#          |        157 |         14 |         62 |        233 |
